Region,Country,Year,"Births per 1,000 population","Deaths per 1,000 population","Net Number of Migrants per 1,000 population",Rate of natural increase (percent),Growth rate (percent),Population,Births,Deaths,Net Number of Migrants,Natural Increase,Population Change
Africa,Angola,2027,40.1,7,0,3.31,3.31,41112480,1650255,289021,822,1361234,1362056
Africa,Angola,2028,39.8,6.9,0,3.3,3.3,42494747,1692991,291089,850,1401902,1402752
Africa,Angola,2029,39.5,6.7,0,3.29,3.29,43917793,1736510,293810,439,1442700,1443139
Africa,Angola,2030,39.2,6.5,0,3.27,3.27,45382047,1780338,296345,454,1483993,1484447
Africa,Angola,2031,38.9,6.4,0,3.25,3.25,46887448,1823922,298673,469,1525249,1525718
Africa,Angola,2032,38.6,6.2,0,3.23,3.24,48433709,1867119,301258,484,1565862,1566346
Africa,Angola,2033,38.2,6.1,0,3.21,3.21,50020516,1909783,303625,500,1606159,1606659
Africa,Angola,2034,37.8,5.9,0,3.19,3.19,51647430,1952273,306269,516,1646004,1646520
Africa,Benin,2020,33.5,7.4,0,2.61,2.61,11956340,400418,88477,0,311941,311941
Africa,Benin,2021,33,7.3,0,2.58,2.58,12270436,405293,89083,0,316209,316209
Africa,Benin,2022,32.6,7.1,0,2.55,2.54,12588707,410014,89632,0,320383,320383
Africa,Benin,2023,32.1,7,0,2.51,2.51,12910805,414308,90376,0,323932,323932
Africa,Benin,2024,31.6,6.9,0,2.47,2.47,13236354,418136,91066,0,327070,327070
Africa,Benin,2025,31.1,6.8,0,2.43,2.43,13564964,421735,91699,0,330036,330036
Africa,Benin,2026,30.6,6.7,0,2.4,2.4,13896629,425654,92413,0,333241,333241
Africa,Benin,2027,30.2,6.6,0,2.36,2.36,14231260,429215,93215,0,336000,336000
Africa,Benin,2028,29.7,6.5,0,2.32,2.32,14568397,432099,93966,0,338132,338132
Africa,Benin,2029,29.2,6.4,0,2.28,2.28,14907504,434703,94663,0,340040,340040
Africa,Benin,2030,28.6,6.3,0,2.24,2.24,15248065,436705,95453,0,341252,341252
Africa,Benin,2031,28.2,6.2,0,2.2,2.2,15590203,439488,96347,0,343140,343140
Africa,Benin,2032,27.7,6.1,0,2.16,2.16,15934007,441691,97197,0,344493,344493
Africa,Benin,2033,27.3,6,0,2.12,2.12,16279000,443603,98162,0,345440,345440
Africa,Benin,2034,26.8,6,0,2.08,2.08,16624622,444875,99249,0,345626,345626
Africa,Botswana,2020,20.9,9.2,2.9,1.17,1.46,2317233,48500,21342,6697,27158,33855
Africa,Botswana,2021,20.6,9.1,2.9,1.15,1.44,2351034,48478,21441,6700,27037,33737
Africa,Botswana,2022,20.3,9.1,2.8,1.13,1.41,2384662,48409,21581,6701,26827,33528
Africa,Botswana,2023,20,9,2.8,1.1,1.38,2418064,48289,21714,6698,26575,33273
Africa,Botswana,2024,19.6,8.9,2.7,1.07,1.35,2451192,48141,21865,6692,26277,32969
Africa,Botswana,2025,19.3,8.9,2.7,1.04,1.31,2483999,47966,22033,6707,25933,32640
Africa,Botswana,2026,19.1,8.8,2.7,1.02,1.29,2516538,47940,22196,6694,25744,32438
Africa,Botswana,2027,18.8,8.8,2.6,1,1.26,2548865,47868,22354,6704,25514,32218
Africa,Botswana,2028,18.5,8.7,2.6,0.98,1.24,2580941,47773,22557,6710,25216,31926
Africa,Botswana,2029,18.3,8.7,2.6,0.95,1.21,2612727,47682,22757,6689,24925,31614
Africa,Botswana,2030,18,8.7,2.5,0.93,1.18,2644183,47542,22952,6690,24591,31281
Africa,Botswana,2031,17.8,8.7,2.5,0.91,1.16,2675345,47514,23168,6688,24346,31034
Africa,Botswana,2032,17.5,8.6,2.5,0.89,1.14,2706253,47468,23382,6712,24086,30797
Africa,Botswana,2033,17.3,8.6,2.5,0.87,1.11,2736875,47375,23619,6705,23756,30461
Africa,Botswana,2034,17.1,8.6,2.4,0.85,1.09,2767178,47291,23853,6697,23438,30135
Africa,BurkinaFaso,2020,35.1,8.2,-0.6,2.7,2.63,20835401,731323,169809,-13335,561514,548179
Africa,BurkinaFaso,2021,34.4,7.9,-0.6,2.64,2.58,21385540,734807,169373,-13259,565434,552175
Africa,BurkinaFaso,2022,33.6,7.7,-0.6,2.59,2.53,21938948,737149,169149,-13383,567999,554617
Africa,BurkinaFaso,2023,32.7,7.5,-0.6,2.52,2.46,22493386,736433,168700,-13271,567733,554462
Africa,BurkinaFaso,2024,31.9,7.3,-0.6,2.46,2.4,23047190,735205,168475,-13367,566730,553363
Africa,BurkinaFaso,2025,31.1,7.1,-0.6,2.39,2.34,23599713,733243,168266,-13216,564977,551761
Africa,BurkinaFaso,2026,30.4,7,-0.6,2.35,2.29,24152233,734711,168100,-13284,566611,553328
Africa,BurkinaFaso,2027,29.8,6.8,-0.5,2.3,2.24,24706054,735746,168001,-13341,567745,554404
Africa,BurkinaFaso,2028,29.1,6.7,-0.5,2.24,2.19,25259978,735065,168231,-13388,566834,553446
Africa,BurkinaFaso,2029,28.4,6.5,-0.5,2.19,2.14,25812623,733595,168556,-13423,565038,551616
Africa,BurkinaFaso,2030,27.7,6.4,-0.5,2.13,2.08,26362973,731045,168723,-13445,562322,548877
Africa,BurkinaFaso,2031,27.2,6.3,-0.5,2.09,2.04,26912226,732013,169009,-13187,563004,549817
Africa,BurkinaFaso,2032,26.7,6.2,-0.5,2.05,2,27461816,732681,169714,-13456,562967,549511
Africa,BurkinaFaso,2033,26.2,6.1,-0.5,2.01,1.96,28011285,732775,170309,-13445,562467,549021
Africa,BurkinaFaso,2034,25.6,6,-0.5,1.96,1.92,28559552,731696,171072,-13423,560624,547201
Africa,Burundi,2020,40.2,8.2,0,3.2,3.2,12631974,508311,103709,0,404602,404602
Africa,Burundi,2021,39.9,8,0,3.18,3.19,13041941,519852,104596,0,415255,415255
Africa,Burundi,2022,39.5,7.8,0,3.17,3.17,13462695,531507,105413,0,426094,426094
Africa,Burundi,2023,39.1,7.7,0,3.15,3.15,13894362,543547,106292,0,437256,437256
Africa,Burundi,2024,38.8,7.5,0,3.13,3.13,14337248,555855,107243,0,448612,448612
Africa,Burundi,2025,38.4,7.3,0,3.11,3.11,14791662,568591,108275,0,460317,460317
Africa,Burundi,2026,38.1,7.2,0,3.09,3.09,15257828,581323,109246,0,472077,472077
Africa,Burundi,2027,37.8,7,0,3.08,3.08,15735959,594347,110152,0,484195,484195
Africa,Burundi,2028,37.5,6.9,0,3.06,3.06,16226400,607841,111151,0,496690,496690
Africa,Burundi,2029,37.2,6.7,0,3.05,3.05,16729523,621836,112255,0,509581,509581
Africa,Burundi,2030,36.9,6.6,0,3.03,3.03,17245628,636019,113476,0,522543,522543
Africa,Burundi,2031,36.6,6.4,0,3.02,3.02,17774954,650563,114471,0,536093,536093
Africa,Burundi,2032,36.3,6.3,0,3,3,18317711,665299,115768,0,549531,549531
Africa,Burundi,2033,36.1,6.2,0,2.99,2.99,18874229,680416,117020,0,563396,563396
Africa,Burundi,2034,35.8,6.1,0,2.97,2.97,19444531,695336,118223,0,577114,577114
Africa,CaboVerde,2020,19.1,5.9,-0.6,1.32,1.26,583255,11158,3441,-344,7716,7372
Africa,CaboVerde,2021,18.9,5.9,-0.6,1.3,1.24,590604,11133,3467,-343,7666,7323
Africa,CaboVerde,2022,18.6,5.9,-0.6,1.27,1.21,597891,11091,3498,-341,7593,7252
Africa,CaboVerde,2023,18.2,5.8,-0.6,1.24,1.18,605095,11037,3534,-345,7503,7158
Africa,CaboVerde,2024,17.9,5.8,-0.6,1.21,1.15,612198,10964,3569,-343,7395,7053
Africa,CaboVerde,2025,17.5,5.8,-0.6,1.17,1.11,619168,10854,3616,-341,7238,6898
Africa,CaboVerde,2026,17.2,5.9,-0.6,1.14,1.08,626000,10773,3662,-344,7111,6767
Africa,CaboVerde,2027,16.9,5.9,-0.5,1.1,1.05,632699,10693,3714,-342,6979,6637
Africa,CaboVerde,2028,16.6,5.9,-0.5,1.07,1.01,639253,10599,3778,-345,6821,6476
Africa,CaboVerde,2029,16.3,6,-0.5,1.03,0.98,645649,10498,3842,-342,6657,6314
Africa,CaboVerde,2030,15.9,6,-0.5,0.99,0.94,651874,10391,3911,-345,6480,6134
Africa,CaboVerde,2031,15.7,6.1,-0.5,0.96,0.91,657927,10303,3994,-342,6310,5967
Africa,CaboVerde,2032,15.4,6.2,-0.5,0.93,0.87,663810,10223,4082,-345,6140,5795
Africa,CaboVerde,2033,15.2,6.2,-0.5,0.89,0.84,669522,10143,4171,-341,5972,5631
Africa,CaboVerde,2034,14.9,6.3,-0.5,0.86,0.81,675062,10065,4273,-344,5792,5448
Africa,Cameroon,2020,34.2,9,-0.1,2.52,2.51,26969408,922084,242185,-3506,679899,676393
Africa,Cameroon,2021,33.8,8.8,-0.1,2.5,2.49,27651972,935190,243061,-3595,692129,688534
Africa,Cameroon,2022,33.5,8.6,-0.1,2.49,2.48,28347208,948781,243786,-3402,704995,701593
Africa,Cameroon,2023,33.1,8.4,-0.1,2.47,2.46,29055280,962311,244355,-3487,717956,714469
Africa,Cameroon,2024,32.8,8.2,-0.1,2.45,2.44,29775917,975757,245354,-3573,730403,726830
Africa,Cameroon,2025,32.4,8.1,-0.1,2.43,2.42,30508842,988792,246206,-3356,742585,739229
Africa,Cameroon,2026,32.1,7.9,-0.1,2.41,2.4,31253818,1001685,247218,-3438,754467,751029
Africa,Cameroon,2027,31.7,7.8,-0.1,2.4,2.38,32010922,1015066,248405,-3521,766662,763140
Africa,Cameroon,2028,31.4,7.6,-0.1,2.38,2.36,32780058,1027983,249456,-3606,778526,774921
Africa,Cameroon,2029,31,7.5,-0.1,2.35,2.34,33560693,1040717,250698,-3356,790019,786663
Africa,Cameroon,2030,30.6,7.3,-0.1,2.33,2.32,34352206,1052552,252145,-3435,800406,796971
Africa,Cameroon,2031,30.3,7.2,-0.1,2.31,2.3,35153954,1063759,253460,-3515,810299,806783
Africa,Cameroon,2032,29.9,7.1,-0.1,2.28,2.27,35966181,1075748,254641,-3597,821108,817511
Africa,Cameroon,2033,29.6,7,-0.1,2.26,2.25,36789122,1087486,255684,-3679,831802,828123
Africa,Cameroon,2034,29.2,6.8,-0.1,2.24,2.23,37622109,1098566,256959,-3386,841607,838221
Africa,CentralAfricanRepublic,2020,33.2,12.3,0,2.08,2.08,5990855,198717,73867,0,124849,124849
Africa,CentralAfricanRepublic,2021,32.8,12.1,0,2.07,2.07,6116555,200623,73827,0,126796,126796
Africa,CentralAfricanRepublic,2022,32.4,11.8,0,2.06,2.06,6244169,202498,73869,0,128630,128630
Africa,CentralAfricanRepublic,2023,32.1,11.6,0,2.05,2.05,6373617,204338,73870,0,130468,130468
Africa,CentralAfricanRepublic,2024,31.7,11.4,0,2.03,2.03,6504812,206072,73960,0,132113,132113
Africa,CentralAfricanRepublic,2025,31.3,11.2,0,2.01,2.01,6637613,207757,74076,0,133682,133682
Africa,CentralAfricanRepublic,2026,30.9,11,0,2,2,6772059,209528,74154,0,135373,135373
Africa,CentralAfricanRepublic,2027,30.6,10.8,0,1.98,1.98,6908103,211250,74331,0,136919,136919
Africa,CentralAfricanRepublic,2028,30.2,10.6,0,1.96,1.96,7045675,212920,74543,0,138377,138377
Africa,CentralAfricanRepublic,2029,29.9,10.4,0,1.95,1.95,7184685,214463,74721,0,139742,139742
Africa,CentralAfricanRepublic,2030,29.5,10.2,0,1.93,1.93,7325016,216015,75008,0,141007,141007
Africa,CentralAfricanRepublic,2031,29.2,10.1,0,1.91,1.91,7466696,217654,75264,0,142390,142390
Africa,CentralAfricanRepublic,2032,28.8,9.9,0,1.89,1.89,7609677,219159,75564,0,143595,143595
Africa,CentralAfricanRepublic,2033,28.5,9.8,0,1.87,1.87,7753835,220597,75910,0,144687,144687
Africa,CentralAfricanRepublic,2034,28.1,9.7,0,1.85,1.85,7899053,221963,76226,0,145738,145738
Africa,Chad,2020,41.7,10,-0.1,3.17,3.16,16877357,703279,168267,-2363,535012,532649
Africa,Chad,2021,41.1,9.7,-0.1,3.14,3.12,17415637,714912,168932,-2264,545980,543716
Africa,Chad,2022,40.5,9.5,-0.1,3.1,3.09,17964830,726677,169768,-2335,556910,554574
Africa,Chad,2023,39.9,9.2,-0.1,3.06,3.05,18524878,738216,170614,-2223,567602,565379
Africa,Chad,2024,39.2,9,-0.1,3.03,3.02,19095446,749305,171286,-2291,578019,575728
Africa,Chad,2025,38.6,8.8,-0.1,2.99,2.98,19676074,760087,172166,-2361,587921,585560
Africa,Chad,2026,38.2,8.5,-0.1,2.97,2.96,20268491,774662,173093,-2230,601569,599339
Africa,Chad,2027,37.8,8.4,-0.1,2.95,2.94,20874511,789265,174302,-2296,614963,612667
Africa,Chad,2028,37.4,8.2,-0.1,2.93,2.91,21494112,804095,175392,-2364,628703,626338
Africa,Chad,2029,37,8,-0.1,2.9,2.89,22127007,818257,176574,-2213,641683,639471
Africa,Chad,2030,36.5,7.8,-0.1,2.87,2.86,22772592,831883,177854,-2277,654029,651752
Africa,Chad,2031,36.1,7.6,-0.1,2.84,2.83,23430515,845139,178775,-2343,666364,664021
Africa,Chad,2032,35.6,7.5,-0.1,2.81,2.8,24100377,857973,180030,-2169,677944,675775
Africa,Chad,2033,35.1,7.3,-0.1,2.78,2.77,24781708,870334,181154,-2230,689179,686949
Africa,Chad,2034,34.6,7.2,-0.1,2.75,2.74,25473806,881648,182138,-2293,699511,697218
Africa,Comoros,2020,23.6,6.9,-2.3,1.67,1.44,846281,19972,5822,-1972,14150,12178
Africa,Comoros,2021,23.1,6.8,-2.3,1.64,1.41,858404,19863,5820,-1974,14043,12069
Africa,Comoros,2022,22.7,6.7,-2.3,1.6,1.37,870408,19750,5832,-1976,13918,11942
Africa,Comoros,2023,22.2,6.6,-2.2,1.56,1.34,882276,19622,5849,-1976,13772,11796
Africa,Comoros,2024,21.8,6.6,-2.2,1.52,1.3,893992,19489,5874,-1976,13615,11640
Africa,Comoros,2025,21.4,6.5,-2.2,1.49,1.27,905545,19342,5895,-1974,13447,11473
Africa,Comoros,2026,21.2,6.5,-2.2,1.48,1.26,917059,19460,5933,-1972,13527,11555
Africa,Comoros,2027,21.1,6.4,-2.1,1.46,1.25,928645,19557,5971,-1978,13586,11608
Africa,Comoros,2028,20.9,6.4,-2.1,1.45,1.24,940270,19623,6018,-1975,13606,11631
Africa,Comoros,2029,20.7,6.4,-2.1,1.43,1.22,951903,19666,6064,-1970,13603,11632
Africa,Comoros,2030,20.4,6.3,-2.1,1.41,1.2,963509,19665,6109,-1975,13557,11581
Africa,Comoros,2031,20.3,6.3,-2,1.4,1.2,975150,19835,6163,-1980,13672,11692
Africa,Comoros,2032,20.2,6.3,-2,1.39,1.19,986877,19955,6217,-1974,13737,11764
Africa,Comoros,2033,20,6.3,-2,1.38,1.18,998630,20013,6281,-1977,13731,11754
Africa,Comoros,2034,19.8,6.3,-2,1.35,1.16,1010351,20015,6345,-1970,13670,11700
Africa,Congo(Brazzaville),2020,32.6,8.7,-0.9,2.38,2.29,5293070,172395,46261,-4658,126134,121476
Africa,Congo(Brazzaville),2021,32.2,8.6,0,2.36,2.36,5417706,174179,46321,0,127858,127858
Africa,Congo(Brazzaville),2022,31.8,8.4,0,2.34,2.34,5546611,176493,46481,0,130013,130013
Africa,Congo(Brazzaville),2023,31.6,8.2,0,2.33,2.33,5677797,179134,46728,0,132406,132406
Africa,Congo(Brazzaville),2024,31.3,8.1,0,2.33,2.32,5811536,182075,46957,0,135118,135118
Africa,Congo(Brazzaville),2025,31.1,8,0,2.32,2.32,5947999,185102,47287,0,137815,137815
Africa,Congo(Brazzaville),2026,30.9,7.8,0,2.31,2.31,6087248,188279,47663,0,140615,140615
Africa,Congo(Brazzaville),2027,30.8,7.7,0,2.3,2.3,6229350,191615,48091,0,143524,143524
Africa,Congo(Brazzaville),2028,30.6,7.6,0,2.3,2.3,6374429,195121,48509,0,146612,146612
Africa,Congo(Brazzaville),2029,30.5,7.5,0,2.3,2.3,6522598,198744,49050,0,149694,149694
Africa,Congo(Brazzaville),2030,30.3,7.4,0,2.29,2.29,6673866,202352,49587,0,152765,152765
Africa,Congo(Brazzaville),2031,30.2,7.3,0,2.28,2.28,6828175,205938,50119,0,155819,155819
Africa,Congo(Brazzaville),2032,30,7.3,0,2.27,2.27,6985473,209494,50715,0,158780,158780
Africa,Congo(Brazzaville),2033,29.8,7.2,0,2.26,2.26,7145725,213086,51306,0,161779,161779
Africa,Congo(Brazzaville),2034,29.6,7.1,0,2.25,2.25,7308879,216562,51966,0,164596,164596
Africa,Congo(Kinshasa),2020,31.3,9.1,0,2.22,2.22,89249735,2791732,809495,0,1982237,1982237
Africa,Congo(Kinshasa),2021,30.7,8.9,0,2.18,2.18,91235492,2798193,809259,0,1988934,1988934
Africa,Congo(Kinshasa),2022,30,8.7,0,2.14,2.14,93224780,2800472,810123,0,1990349,1990349
Africa,Congo(Kinshasa),2023,29.4,8.5,0,2.09,2.09,95212629,2797347,811212,0,1986135,1986135
Africa,Congo(Kinshasa),2024,28.7,8.4,0,2.03,2.03,97193556,2788483,812538,0,1975945,1975945
Africa,Congo(Kinshasa),2025,28,8.2,0,1.98,1.98,99162003,2774553,814120,0,1960433,1960433
Africa,Congo(Kinshasa),2026,27.5,8.1,0,1.94,1.94,101122048,2775800,816055,0,1959745,1959745
Africa,Congo(Kinshasa),2027,26.9,8,0,1.89,1.89,103077967,2771767,819470,0,1952297,1952297
Africa,Congo(Kinshasa),2028,26.3,7.8,0,1.85,1.85,105024845,2763204,822345,0,1940859,1940859
Africa,Congo(Kinshasa),2029,25.7,7.7,0,1.8,1.8,106957746,2749884,825714,0,1924170,1924170
Africa,Congo(Kinshasa),2030,25.1,7.6,0,1.75,1.75,108871607,2731589,828513,0,1903076,1903076
Africa,Congo(Kinshasa),2031,24.7,7.5,0,1.72,1.72,110773697,2731679,829695,0,1901984,1901984
Africa,Congo(Kinshasa),2032,24.2,7.4,0,1.68,1.68,112671412,2726648,832642,0,1894006,1894006
Africa,Congo(Kinshasa),2033,23.7,7.3,0,1.65,1.65,114560730,2719672,835148,0,1884524,1884524
Africa,Congo(Kinshasa),2034,23.3,7.2,0,1.61,1.61,116437956,2708347,838353,0,1869994,1869994
Africa,Coted'Ivoire,2020,29.1,7.9,1.2,2.12,2.24,27481086,799700,217650,33802,582049,615851
Africa,Coted'Ivoire,2021,28.7,7.8,1.2,2.1,2.22,28100502,806765,217779,34002,588987,622988
Africa,Coted'Ivoire,2022,28.3,7.6,1.2,2.07,2.19,28726555,813823,218322,33897,595501,629399
Africa,Coted'Ivoire,2023,28,7.5,1.2,2.05,2.17,29359032,820585,218725,34056,601860,635917
Africa,Coted'Ivoire,2024,27.5,7.3,1.1,2.02,2.14,29997041,826119,219578,33897,606540,640437
Africa,Coted'Ivoire,2025,27.1,7.2,1.1,1.99,2.1,30639091,830013,220295,34009,609718,643727
Africa,Coted'Ivoire,2026,26.7,7.1,1.1,1.97,2.07,31285402,835946,221188,33788,614758,648546
Africa,Coted'Ivoire,2027,26.4,7,1.1,1.94,2.05,31936883,842176,221961,33853,620214,654067
Africa,Coted'Ivoire,2028,26,6.9,1,1.92,2.02,32593171,847748,223263,33897,624485,658382
Africa,Coted'Ivoire,2029,25.6,6.8,1,1.89,1.99,33253271,852281,224460,33918,627822,661740
Africa,Coted'Ivoire,2030,25.2,6.7,1,1.86,1.96,33915623,855013,225878,33916,629135,663050
Africa,Coted'Ivoire,2031,24.9,6.6,1,1.83,1.93,34580499,860017,227194,33889,632823,666712
Africa,Coted'Ivoire,2032,24.5,6.5,1,1.8,1.9,35248736,865004,229117,33839,635887,669726
Africa,Coted'Ivoire,2033,24.2,6.4,0.9,1.78,1.87,35919573,868894,230963,33764,637932,671696
Africa,Coted'Ivoire,2034,23.8,6.4,0.9,1.75,1.84,36591834,871617,233090,34030,638528,672558
Africa,Djibouti,2020,22.7,7.3,5.1,1.54,2.05,921804,20953,6738,4683,14214,18897
Africa,Djibouti,2021,22.6,7.3,4.9,1.53,2.02,940771,21252,6821,4582,14431,19013
Africa,Djibouti,2022,22.4,7.2,4.7,1.52,1.99,959836,21510,6892,4473,14618,19091
Africa,Djibouti,2023,22.2,7.1,4.4,1.5,1.95,978926,21713,6990,4346,14723,19069
Africa,Djibouti,2024,21.9,7.1,4.2,1.48,1.9,997975,21856,7066,4221,14790,19011
Africa,Djibouti,2025,21.6,7,4,1.45,1.85,1016919,21925,7159,4078,14766,18844
Africa,Djibouti,2026,21.3,7,3.8,1.43,1.81,1035707,22029,7240,3936,14790,18726
Africa,Djibouti,2027,21,7,3.6,1.4,1.76,1054368,22121,7338,3796,14782,18578
Africa,Djibouti,2028,20.6,6.9,3.4,1.37,1.71,1072840,22143,7435,3648,14709,18356
Africa,Djibouti,2029,20.3,6.9,3.2,1.34,1.66,1091082,22138,7539,3491,14599,18090
Africa,Djibouti,2030,19.9,6.9,3,1.3,1.6,1109032,22070,7630,3338,14440,17778
Africa,Djibouti,2031,19.6,6.9,2.8,1.27,1.55,1126676,22038,7729,3188,14309,17497
Africa,Djibouti,2032,19.2,6.9,2.7,1.24,1.5,1144036,22000,7837,3043,14163,17206
Africa,Djibouti,2033,18.9,6.9,2.5,1.2,1.45,1161071,21933,7953,2891,13979,16870
Africa,Djibouti,2034,18.6,6.8,2.3,1.17,1.4,1177780,21848,8056,2732,13792,16524
Africa,Egypt,2020,27.2,4.4,-0.3,2.28,2.25,104124440,2834267,460230,-35402,2374037,2338635
Africa,Egypt,2021,26.5,4.4,-0.3,2.21,2.18,106451655,2817775,465194,-36194,2352582,2316388
Africa,Egypt,2022,25.8,4.3,-0.3,2.14,2.11,108756076,2800469,472001,-35890,2328468,2292578
Africa,Egypt,2023,25,4.3,-0.3,2.07,2.04,111035183,2779211,478562,-35531,2300649,2265118
Africa,Egypt,2024,24.3,4.3,-0.3,2,1.97,113284986,2755091,484860,-36251,2270231,2233980
Africa,Egypt,2025,23.6,4.3,-0.3,1.94,1.91,115502146,2728161,493194,-35806,2234967,2199161
Africa,Egypt,2026,23,4.3,-0.3,1.88,1.85,117689429,2711564,501357,-36484,2210207,2173724
Africa,Egypt,2027,22.5,4.3,-0.3,1.83,1.8,119852510,2697880,510572,-35956,2187308,2151353
Africa,Egypt,2028,22,4.3,-0.3,1.78,1.75,121993893,2687525,519694,-35378,2167831,2132453
Africa,Egypt,2029,21.6,4.3,-0.3,1.73,1.7,124116119,2679667,529976,-35994,2149691,2113698
Africa,Egypt,2030,21.2,4.3,-0.3,1.69,1.66,126222877,2677187,540234,-35342,2136953,2101611
Africa,Egypt,2031,20.9,4.3,-0.3,1.66,1.64,128322004,2687063,553068,-35930,2133995,2098065
Africa,Egypt,2032,20.7,4.3,-0.3,1.64,1.61,130420565,2699706,564721,-36518,2134985,2098467
Africa,Egypt,2033,20.5,4.4,-0.3,1.61,1.59,132521069,2716682,577792,-35781,2138890,2103109
Africa,Egypt,2034,20.3,4.4,-0.3,1.59,1.57,134625694,2735594,592353,-36349,2143241,2106892
Africa,EquatorialGuinea,2020,30.7,7.3,0,2.34,2.34,836178,25629,6104,0,19525,19525
Africa,EquatorialGuinea,2021,30.2,7.1,0,2.3,2.3,855783,25802,6110,0,19692,19692
Africa,EquatorialGuinea,2022,29.7,7,0,2.27,2.27,875547,25960,6120,0,19840,19840
Africa,EquatorialGuinea,2023,29.1,6.9,0,2.23,2.23,895447,26093,6134,0,19960,19960
Africa,EquatorialGuinea,2024,28.6,6.7,0,2.19,2.19,915459,26210,6152,0,20058,20058
Africa,EquatorialGuinea,2025,28.1,6.6,0,2.15,2.15,935553,26298,6165,0,20133,20133
Africa,EquatorialGuinea,2026,27.6,6.5,0,2.12,2.12,955729,26407,6184,0,20223,20223
Africa,EquatorialGuinea,2027,27.2,6.4,0,2.08,2.08,975987,26498,6207,0,20291,20291
Africa,EquatorialGuinea,2028,26.7,6.3,0,2.04,2.04,996293,26561,6237,0,20324,20324
Africa,EquatorialGuinea,2029,26.2,6.2,0,2,2,1016613,26584,6262,0,20322,20322
Africa,EquatorialGuinea,2030,25.6,6.1,0,1.96,1.96,1036912,26576,6294,0,20282,20282
Africa,EquatorialGuinea,2031,25.2,6,0,1.92,1.92,1057209,26652,6343,0,20309,20309
Africa,EquatorialGuinea,2032,24.8,5.9,0,1.89,1.89,1077523,26701,6379,0,20322,20322
Africa,EquatorialGuinea,2033,24.3,5.9,0,1.85,1.85,1097818,26710,6433,0,20277,20277
Africa,EquatorialGuinea,2034,23.9,5.8,0,1.81,1.81,1118059,26699,6485,0,20215,20215
Africa,Eritrea,2020,27.9,6.9,-11.6,2.1,0.94,6081196,169848,41899,-70603,127948,57346
Africa,Eritrea,2021,27.4,6.8,-10.9,2.07,0.98,6140004,168482,41506,-66680,126975,60295
Africa,Eritrea,2022,27.1,6.7,-10.1,2.04,1.03,6202124,167954,41244,-62765,126709,63944
Africa,Eritrea,2023,26.8,6.6,-9.4,2.02,1.09,6268112,167860,41056,-58858,126804,67946
Africa,Eritrea,2024,26.4,6.5,-8.7,2,1.13,6337914,167384,40880,-54886,126505,71618
Africa,Eritrea,2025,26,6.4,-8,1.96,1.17,6411164,166626,40711,-51033,125915,74882
Africa,Eritrea,2026,25.7,6.3,-7.3,1.94,1.21,6487978,166546,40680,-47103,125867,78764
