ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
1274,IxcatlÃ¡n Mazatec,Mexico,MEX,mzi,Vulnerable
1791,Ixil (Guatemala),Guatemala,GTM,,Vulnerable
1371,Ixil (Mexico),Mexico,MEX,,Critically endangered
935,Ixtenco OtomÃ­,Mexico,MEX,otz,Severely endangered
1410,Iyive,Cameroon,CMR,uiv,Severely endangered
2717,Jad,"India, Pakistan","IND, PAK",jda,Definitely endangered
2291,Jah Hut,Malaysia,MYS,jah,Severely endangered
2469,Jahai,Malaysia,MYS,jhi,Critically endangered
1800,Jakaltek (Guatemala),Guatemala,GTM,jai,Definitely endangered
2719,Jakaltek (Mexico),Mexico,MEX,jai,Severely endangered
1772,JamamadÃ­,Brazil,BRA,jaa,Vulnerable
174,Jaminjung,Australia,AUS,djd,Severely endangered
1183,Jangshung,India,IND,"jna, scu, ssk",Definitely endangered
607,Jaqaru,Peru,PER,jqr,Severely endangered
1364,Jarawa,India,IND,ang,Critically endangered
1774,JarawÃ¡ra,Brazil,BRA,jap,Vulnerable
1564,Jaunsari,India,IND,jns,Definitely endangered
1941,JavaÃ©,Brazil,BRA,kpj,Definitely endangered
2588,Javindo Creole,Indonesia,IDN,jvd,Critically endangered
2491,Jawe,New Caledonia (France),NCL,jaz,Vulnerable
192,Jawoyn,Australia,AUS,djn,Severely endangered
1640,Jaya,Chad,TCD,jyy,Severely endangered
608,Jebero,Peru,PER,jeb,Critically endangered
2724,Jeju,Republic of Korea,KOR,,Critically endangered
874,Jemez,United States of America,USA,tow,Vulnerable
15,Jeri,CÃ´te d'Ivoire,CIV,jek,Severely endangered
1033,Jero,Nepal,NPL,jee,Vulnerable
1340,Jersey French,United Kingdom of Great Britain and Northern Ireland,GBR,fra,Severely endangered
1962,Jibbali,Oman,OMN,shv,Severely endangered
787,Jicarilla Apache,United States of America,USA,apj,Severely endangered
1385,Jilbe,Nigeria,NGA,jie,Critically endangered
176,Jingulu,Australia,AUS,jig,Severely endangered
2446,Jinuo,China,CHN,"jiy, jiu",Definitely endangered
1496,Jiongnai Bunu,China,CHN,pnu,Definitely endangered
1125,Jirel,Nepal,NPL,jul,Definitely endangered
2019,Jitnu,Colombia,COL,mbn,Definitely endangered
1304,Jola-Kassa,Senegal,SEN,csk,Vulnerable
1501,Jone,China,CHN,cda,Definitely endangered
1645,Jonkor Bourmataguil,Chad,TCD,jeu,Severely endangered
1925,JorÃ¡,Bolivia (Plurinational State of),BOL,jor,Critically endangered
1203,Juang,India,IND,jun,Definitely endangered
2451,Judeo-Berber (Israel),Israel,ISR,jbe,Severely endangered
696,Judeo-Berber (Morocco),Morocco,MAR,jbe,Extinct
374,Judezmo (Europe),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia","ALB, DZA, BIH, BGR, HRV, GRC, MKD, MAR, ROU, TUR, SRB",lad,Severely endangered
2165,Judezmo (Israel),Israel,ISR,lad,Severely endangered
1052,Juhur (Caucasus),"Azerbaijan, Russian Federation","AZE, RUS",jdt,Definitely endangered
2216,Juhur (Israel),Israel,ISR,jdt,Definitely endangered
2254,Juk,Lao People's Democratic Republic,LAO,,Definitely endangered
609,Juma,Brazil,BRA,jua,Critically endangered
90,K'emant,Ethiopia,ETH,ahg,Severely endangered
1803,K'iche' (Guatemala),Guatemala,GTM,quc,Vulnerable
1366,K'iche' (Mexico),Mexico,MEX,quc,Definitely endangered
1706,Ka'apÃ³r,Brazil,BRA,urb,Vulnerable
49,Kaande,Gabon,GAB,kbs,Severely endangered
1065,Kabard-Cherkes,"Russian Federation, Turkey","RUS, TUR",kbd,Vulnerable
1162,Kabui,India,IND,nkf,Vulnerable
1186,Kachari,India,IND,xac,Definitely endangered
2226,Kaco',Cambodia,KHM,xkk,Definitely endangered
2334,Kadai,Indonesia,IDN,kzd,Definitely endangered
52,Kadaru,Sudan,SDN,kdu,Definitely endangered
1630,KadiwÃ©u,Brazil,BRA,kbc,Definitely endangered
528,Kadu,Myanmar,MMR,kdv,Severely endangered
1126,KÄgatel,Nepal,NPL,syw,Definitely endangered
2335,Kaibobo,Indonesia,IDN,kzb,Definitely endangered
2672,Kaiep,Papua New Guinea,PNG,kbw,Vulnerable
1124,Kaike,Nepal,NPL,kzq,Definitely endangered
617,Kaingang,Brazil,BRA,kgp,Definitely endangered
1878,KaiowÃ¡ Guarani,Brazil,BRA,"kgk, pta",Vulnerable
2585,Kairui-Midiki,Timor-Leste,TLS,krd,Vulnerable
1776,KaixÃ¡na,Brazil,BRA,,Critically endangered
2582,Kaiy,Indonesia,IDN,tcq,Vulnerable
2673,Kaki Ae,Papua New Guinea,PNG,tbd,Vulnerable
2109,Kalamo,Papua New Guinea,PNG,kkc,Severely endangered
2305,Kalao,Indonesia,IDN,kly,Definitely endangered
1451,Kalapalo,Brazil,BRA,kui,Vulnerable
1602,Kalasha,Pakistan,PAK,kls,Severely endangered
193,Kalaw Lagaw Ya,Australia,AUS,mwp,Definitely endangered
960,Kalispel,United States of America,USA,fla,Critically endangered
2725,Kalkoti,Pakistan,PAK,,Severely endangered
368,Kalmyk,Russian Federation,RUS,xal,Definitely endangered
1510,KamaiurÃ¡,Brazil,BRA,kay,Vulnerable
1322,Kamara,Ghana,GHA,jmr,Definitely endangered
2595,Kamarian,Indonesia,IDN,kzx,Critically endangered
477,Kamas,Russian Federation,RUS,"xas, zkb",Extinct
1353,Kamas Turk,Russian Federation,RUS,kjh,Extinct
1940,Kamasa,Papua New Guinea,PNG,klp,Critically endangered
117,Kami,United Republic of Tanzania,TZA,kcu,Severely endangered
2040,Kanakanabu,China,CHN,xnb,Critically endangered
1184,Kanashi,India,IND,xns,Definitely endangered
2674,Kandas,Papua New Guinea,PNG,kqw,Vulnerable
1756,Kanela Apaniekra,Brazil,BRA,ram,Vulnerable
1757,Kanela Rankokamekra,Brazil,BRA,ram,Vulnerable
67,Kanga,Sudan,SDN,kcp,Severely endangered
1556,Kangdi,India,IND,xnr,Definitely endangered
1421,Kangjia,China,CHN,kxs,Severely endangered
2675,Kaniet,Papua New Guinea,PNG,ktk,Extinct
2676,Kaningara,Papua New Guinea,PNG,knr,Vulnerable
611,KanoÃª,Brazil,BRA,kxo,Critically endangered
2265,Kanowit,Malaysia,MYS,kxn,Severely endangered
1548,Kansa,United States of America,USA,ksk,Extinct
2336,Kao,Indonesia,IDN,kax,Definitely endangered
2338,Kapingamarangi,Micronesia (Federated States of),FSM,kpg,Severely endangered
2538,Kapori,Indonesia,IDN,khp,Critically endangered
1801,Kaqchikel (Guatemala),Guatemala,GTM,,Vulnerable
1367,Kaqchikel (Mexico),Mexico,MEX,,Critically endangered
1075,Karachay-Balkar,Russian Federation,RUS,krc,Vulnerable
1332,Karagash,Russian Federation,RUS,,Definitely endangered
341,Karaim (Crimea),Ukraine,UKR,kdr,Extinct
379,Karaim (Lithuania),Lithuania,LTU,kdr,Severely endangered
369,Karaim (Western Ukraine),Ukraine,UKR,kdr,Critically endangered
1869,KarajÃ¡,Brazil,BRA,kpj,Vulnerable
194,Karajarri,Australia,AUS,gbd,Critically endangered
2677,Karami,Papua New Guinea,PNG,xar,Extinct
139,Karang,Chad,TCD,kth,Vulnerable
2539,Karas,Indonesia,IDN,kgv,Severely endangered
1053,Karata,Russian Federation,RUS,kpt,Definitely endangered
1165,Karbi,India,IND,mjw,Vulnerable
327,Karelian (Karelia),"Finland, Russian Federation","FIN, RUS",krl,Definitely endangered
1518,Karelian (Tikhvin),Russian Federation,RUS,krl,Severely endangered
1516,Karelian (Tver),Russian Federation,RUS,krl,Definitely endangered
1517,Karelian (Valday),Russian Federation,RUS,krl,Extinct
112,Kari,Democratic Republic of the Congo,ZAI,kbj,Severely endangered
1710,Kari'Ã±a (Brazil),Brazil,BRA,"car, ciy",Definitely endangered
597,Kari'Ã±a (French Guyana),French Guiana (France),GUF,"car, ciy",Definitely endangered
670,"Kari'Ã±a (Guyana, Suriname)","Guyana, Suriname","GUY, SUR","car, ciy",Severely endangered
683,Kari'Ã±a (Venezuela),Venezuela (Bolivarian Republic of),VEN,"car, ciy",Severely endangered
613,Karipuna,Brazil,BRA,kuq,Definitely endangered
1758,Karipuna do AmapÃ¡,Brazil,BRA,kmv,Vulnerable
614,Karitiana,Brazil,BRA,ktn,Vulnerable
71,Karko,Sudan,SDN,kko,Definitely endangered
1617,Karo,Brazil,BRA,arr,Vulnerable
1683,Karo,Ethiopia,ETH,kxh,Critically endangered
1298,Karone,Senegal,SEN,krx,Vulnerable
2678,Karore,Papua New Guinea,PNG,xkx,Vulnerable
826,Karuk,United States of America,USA,kyh,Severely endangered
1308,Kasanga,Guinea-Bissau,GNB,ccj,Critically endangered
837,Kashaya,United States of America,USA,kju,Critically endangered
370,Kashubian,Poland,POL,csb,Severely endangered
155,Kaska,Canada,CAN,kkz,Severely endangered
1001,Kasong,"Cambodia, Thailand","KHM, THA",syo,Critically endangered
2091,Katabaga,Philippines,PHL,ktq,Extinct
615,Katawixi,Brazil,BRA,xat,Critically endangered
529,Kathu,China,CHN,ykt,Definitely endangered
1595,Kati,"Pakistan, Afghanistan","PAK, AFG","bsh, xvi",Definitely endangered
62,Katla,Sudan,SDN,kcr,Definitely endangered
783,Kato,United States of America,USA,ktw,Extinct
616,Katukina do Acre,Brazil,BRA,knt,Severely endangered
1933,KatukÃ­na-KanamarÃ­,Brazil,BRA,"kav, knm",Vulnerable
1669,Katxuyana-XikuyÃ¡na,Brazil,BRA,kbb,Vulnerable
1938,Kaurna,Australia,AUS,,Critically endangered
2037,Kavalan,China,CHN,ckv,Critically endangered
863,Kawaiisu,United States of America,USA,xaw,Critically endangered
2110,Kawucha,Papua New Guinea,PNG,,Critically endangered
1618,Kaxarari,Brazil,BRA,ktx,Critically endangered
1235,Kayabi,Brazil,BRA,kyz,Vulnerable
195,Kayardild,Australia,AUS,gyd,Critically endangered
2596,Kayeli,Indonesia,IDN,kzl,Extinct
2540,Kayupulau,Indonesia,IDN,kzu,Critically endangered
2634,Kazukuru,Solomon Islands,SLB,kzk,Extinct
126,Kede,Angola,ANG,,Extinct
2541,Keder,Indonesia,IDN,kdy,Severely endangered
65,Keiga,Sudan,SDN,kec,Severely endangered
1732,Kelo,Sudan,SDN,xel,Critically endangered
2542,Kembra,Indonesia,IDN,xkw,Critically endangered
371,Kemi Saami,Finland,FIN,,Extinct
2286,Kenaboi,Malaysia,MYS,,Extinct
1654,Kendeje,Chad,TCD,klf,Definitely endangered
1412,Kendem,Cameroon,CMR,kvm,Severely endangered
2298,Kensiw (Malaysia),Malaysia,MYS,kns,Critically endangered
1007,Kensiw (Thailand),Thailand,THA,kns,Severely endangered
2297,Kentak,Malaysia,MYS,knq,Critically endangered
479,Kerek,Russian Federation,RUS,krk,Extinct
480,Ket,Russian Federation,RUS,ket,Severely endangered
2050,Ketangalan,China,CHN,kae,Extinct
1148,Khaccaá¸ Bhoá¹­er,Nepal,NPL,,Definitely endangered
481,Khakas,Russian Federation,RUS,kjh,Definitely endangered
1804,Khalaj,Iran (Islamic Republic of),IRN,klj,Vulnerable
1088,Khaling,Nepal,NPL,klr,Definitely endangered
1120,Kham,Nepal,NPL,"kgj, kip",Definitely endangered
1221,Khamba,"China, India","CHN, IND",kbg,Definitely endangered
675,Khamnigan Mongol,"China, Mongolia, Russian Federation","CHN, MNG, RUS",,Definitely endangered
1168,Khampti,India,IND,,Vulnerable
2196,Khang Quang Lam,Viet Nam,VNM,kjm,Severely endangered
1204,Kharia,India,IND,khr,Vulnerable
1608,Khasali,India,IND,,Definitely endangered
1231,Khasi,India,IND,kha,Vulnerable
1247,Kheng,Bhutan,BTN,xkf,Vulnerable
1143,Kheza,India,IND,nkh,Vulnerable
1134,Khiamngan,India,IND,nky,Vulnerable
1054,Khinalug,Azerbaijan,AZE,kjj,Severely endangered
2206,Khmin,China,CHN,bgk,Vulnerable
1152,Khoirao,India,IND,nki,Vulnerable
2068,Khojki,Oman,OMN,luv,Severely endangered
847,Khorasani Turk,Iran (Islamic Republic of),IRN,kmz,Vulnerable
1450,KhÃ¶vsgÃ¶l Uryangkhay,Mongolia,MNG,,Critically endangered
1098,Khowa,India,IND,bgg,Definitely endangered
1600,Khowar,Pakistan,PAK,khw,Vulnerable
1799,Khunsari,Iran (Islamic Republic of),IRN,kfm,Definitely endangered
1050,Khvarshi,Russian Federation,RUS,khv,Definitely endangered
128,Khwe,Namibia,NAM,xuu,Definitely endangered
769,Kickapoo (Kansas),United States of America,USA,kic,Severely endangered
1081,Kickapoo (Mexico),Mexico,MEX,kic,Critically endangered
1527,Kickapoo (Oklahoma),United States of America,USA,kic,Severely endangered
1528,Kickapoo (Texas),United States of America,USA,kic,Severely endangered
196,Kija,Australia,AUS,gia,Severely endangered
805,Kiksht,United States of America,USA,chh,Critically endangered
372,Kildin Saami,Russian Federation,RUS,sjd,Severely endangered
452,Kilen,"China, Russian Federation","CHN, RUS",gld,Critically endangered
1598,Kili,Russian Federation,RUS,gld,Severely endangered
1613,Kilit,Azerbaijan,AZE,,Extinct
726,Kiliwa,Mexico,MEX,klb,Critically endangered
1316,Kim,Sierra Leone,SLE,krm,Critically endangered
137,Kinare,Kenya,KEN,,Extinct
820,Kings River Yokuts,United States of America,USA,yok,Critically endangered
1794,Kinikinau,Brazil,BRA,gqn,Critically endangered
1562,Kinnauri,India,IND,"kns, kfk, cif, tpq",Definitely endangered
28,Kiong,Nigeria,NGA,kkm,Critically endangered
873,Kiowa,United States of America,USA,kio,Severely endangered
789,Kiowa Apache,United States of America,USA,apk,Critically endangered
1238,KisÃªdjÃª,Brazil,BRA,suy,Vulnerable
151,Kivallirmiutut,Canada,CAN,ike,Vulnerable
792,Klallam,United States of America,USA,clm,Critically endangered
822,Klamath-Modoc,United States of America,USA,kla,Extinct
69,Ko,Sudan,SDN,fuj,Critically endangered
899,Koasati (Louisiana),United States of America,USA,cku,Definitely endangered
1544,Koasati (Texas),United States of America,USA,cku,Definitely endangered
1171,Koch,India,IND,kdq,Definitely endangered
1215,Koda,India,IND,cdz,Vulnerable
1582,Kodagu,India,IND,kfa,Definitely endangered
2306,Kodeoha,Indonesia,IDN,vko,Vulnerable
2543,Kofei,Indonesia,IDN,kpi,Severely endangered
291,Kogui,Colombia,COL,kog,Vulnerable
1089,Kohi,Nepal,NPL,kkt,Vulnerable
530,Koireng,India,IND,nkd,Critically endangered
2680,Koitabu,Papua New Guinea,PNG,kqi,Vulnerable
1228,Kokborok,"Bangladesh, India","BGD, IND",trp,Vulnerable
1648,Koke,Chad,TCD,kou,Severely endangered
183,Koko Bera,Australia,AUS,kkp,Severely endangered
2635,Kokota,Solomon Islands,SLB,kkk,Vulnerable
1588,Kolami,India,IND,kfb,Definitely endangered
1188,Kom,India,IND,kmm,Definitely endangered
373,Komi,Russian Federation,RUS,kpv,Definitely endangered
1733,Komo,"Ethiopia, Sudan","ETH, SDN",xom,Definitely endangered
1390,Kona,Nigeria,NGA,juo,Severely endangered
1590,Konda,India,IND,kfc,Definitely endangered
2544,Koneraw,Indonesia,IDN,kdw,Vulnerable
812,Konkow,United States of America,USA,mjd,Critically endangered
1323,Konni,Ghana,GHA,kma,Vulnerable
828,Konomihu,United States of America,USA,sht,Extinct
1119,Konyak,India,IND,nbe,Vulnerable
1583,Koraga,India,IND,kfd,Critically endangered
133,Korana,South Africa,ZAF,kqz,Critically endangered
2183,Korandje,Algeria,DZA,kcy,Severely endangered
100,Kore,Kenya,KEN,,Extinct
2051,Koreguaje,Colombia,COL,coe,Definitely endangered
1210,Korku,India,IND,kfq,Vulnerable
2512,Koro,Vanuatu,VUT,krf,Definitely endangered
2723,Koro,India,IND,,Definitely endangered
2307,Koroni,Indonesia,IDN,xkq,Definitely endangered
1790,Koroshi,Iran (Islamic Republic of),IRN,ktl,Critically endangered
1793,KorÃºbo,Brazil,BRA,xor,Vulnerable
1218,Korwa,India,IND,kfp,Vulnerable
484,Koryak,Russian Federation,RUS,kpy,Severely endangered
2339,Kosraean,"Micronesia (Federated States of), Nauru","FSM, NRU",kos,Severely endangered
1573,Kota,India,IND,kfe,Critically endangered
485,Kott,Russian Federation,RUS,,Extinct
2111,Kowaki,Papua New Guinea,PNG,"xss, zko",Critically endangered
2545,Kowiai,Indonesia,IDN,kwh,Vulnerable
154,Koyukon,United States of America,USA,koy,Critically endangered
2066,KrahÃ´,Brazil,BRA,xra,Vulnerable
2467,Kraol,Cambodia,KHM,rka,Critically endangered
2466,Kravet,Cambodia,KHM,krv,Critically endangered
1880,Krenak,Brazil,BRA,kqq,Critically endangered
618,KrenjÃª,Brazil,BRA,xre,Extinct
1354,Krevin,Latvia,LVA,,Extinct
548,Kri,Lao People's Democratic Republic,LAO,,Severely endangered
1759,Krikati,Brazil,BRA,xri,Vulnerable
2285,Kristang,Malaysia,MYS,mcm,Severely endangered
63,Krongo,Sudan,SDN,kgo,Definitely endangered
2460,Krueng,Cambodia,KHM,,Severely endangered
1055,Kryz,Azerbaijan,AZE,kry,Severely endangered
1419,Kua,Botswana,BWA,tyu,Definitely endangered
2463,Kuay,Cambodia,KHM,kdt,Severely endangered
22,Kudu-Camo,Nigeria,NGA,kov,Critically endangered
1577,Kui,India,IND,kxu,Vulnerable
1236,Kuikuro,Brazil,BRA,kui,Vulnerable
1656,Kujarge,Chad,TCD,vkj,Definitely endangered
1619,Kujubim,Brazil,BRA,,Critically endangered
1408,Kuk,Cameroon,CMR,kfm,Definitely endangered
2081,Kukatja,Australia,AUS,kux,Vulnerable
200,Kuku Yalanji,Australia,AUS,gvn,Severely endangered
1650,Kulfa,Chad,TCD,kxj,Definitely endangered
1806,Kulina PÃ¡no,Brazil,BRA,xpk,Severely endangered
1557,Kului,India,IND,kfx,Definitely endangered
2046,Kulun,China,CHN,uun,Extinct
1092,Kulung,Nepal,NPL,kle,Vulnerable
2489,Kumak,New Caledonia (France),NCL,nee,Vulnerable
1166,KumÄlea,Nepal,NPL,kra,Severely endangered
1565,Kumaoni,"India, Nepal","IND, NPL",kfy,Vulnerable
1074,Kumyk,Russian Federation,RUS,kum,Vulnerable
2178,Kumzari,Oman,OMN,zum,Severely endangered
2353,Kuna (Colombia),Colombia,COL,"kvn, cuk",Severely endangered
1897,Kuna (Panama),Panama,PAN,"kvn, cuk",Vulnerable
197,Kunbarlang,Australia,AUS,wlg,Severely endangered
2487,Kundal Shahi,"India, Pakistan","IND, PAK",,Definitely endangered
1407,Kung,Cameroon,CMR,kfl,Severely endangered
1974,Kunigami,Japan,JPN,"okn, xug, yox",Definitely endangered
198,Kunjen,Australia,AUS,kjn,Critically endangered
186,Kunwinjku,Australia,AUS,gup,Vulnerable
2681,Kuot,Papua New Guinea,PNG,kto,Vulnerable
199,Kurrama,Australia,AUS,vku,Critically endangered
1807,Kurripako (Brazil),Brazil,BRA,kpc,Vulnerable
300,"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",kpc,Definitely endangered
1574,Kurru,India,IND,yeu,Definitely endangered
189,Kurtjar,Australia,AUS,gdj,Extinct
1246,KurtÃ¶p,Bhutan,BTN,xkz,Vulnerable
1672,KuruÃ¡ya,Brazil,BRA,kyr,Critically endangered
1584,Kuruba,India,IND,kfi,Critically endangered
1594,Kurux (Bangladesh),Bangladesh,BGD,kru,Vulnerable
1591,Kurux (India),India,IND,kru,Vulnerable
1446,Kurux (Nepal),Nepal,NPL,kru,Vulnerable
1259,Kusunda,Nepal,NPL,"kru, kxl",Critically endangered
142,Kutenai,"Canada, United States of America","CAN, USA",kut,Severely endangered
201,Kuuku Ya'u,Australia,AUS,kuy,Critically endangered
190,Kuurinji,Australia,AUS,gue,Definitely endangered
1578,Kuvi,India,IND,kxv,Definitely endangered
121,Kw'adza,United Republic of Tanzania,TZA,wka,Extinct
124,Kwadi,Angola,ANG,kwz,Extinct
141,Kwak'wala,"Canada, United States of America","CAN, USA",kwk,Critically endangered
1681,Kwama,Ethiopia,ETH,kmq,Vulnerable
2546,Kwansu,Indonesia,IDN,kja,Vulnerable
1305,Kwatay,Senegal,SEN,cwt,Severely endangered
619,KwazÃ¡,Brazil,BRA,xwa,Critically endangered
79,Kwegu,Ethiopia,ETH,xwg,Critically endangered
2547,Kwerisa,Indonesia,IDN,kkb,Critically endangered
125,Kwisi,Angola,ANG,,Extinct
460,Kyakala,China,CHN,,Extinct
1639,Laal,Chad,TCD,gdm,Critically endangered
2643,Labo,Vanuatu,VUT,mwi,Vulnerable
1355,LacandÃ³n,Mexico,MEX,lac,Critically endangered
531,Lachi,Viet Nam,VNM,lwh,Definitely endangered
1179,Ladakhi,"China, India","CHN, IND","cna, lbj, tkk",Vulnerable
565,Ladin,Italy,ITA,lld,Definitely endangered
2112,Lae,Papua New Guinea,PNG,,Extinct
2434,Laemae,China,CHN,,Severely endangered
72,Lafofa,Sudan,SDN,laf,Severely endangered
2134,Laghu,Solomon Islands,SLB,lgb,Extinct
2242,Laghuu,Viet Nam,VNM,lgh,Definitely endangered
532,Laha (Lao Cai),Viet Nam,VNM,lha,Definitely endangered
2197,Laha (Son La),Viet Nam,VNM,lha,Definitely endangered
533,Lai,China,CHN,ply,Definitely endangered
2308,Laiyolo,Indonesia,IDN,lji,Definitely endangered
2421,Laji,China,CHN,lbt,Critically endangered
2424,Lajia,China,CHN,lbc,Definitely endangered
1071,Lak,Russian Federation,RUS,lbe,Vulnerable
814,Lake Miwok,United States of America,USA,lmw,Critically endangered
1255,Lakha,Bhutan,BTN,lkh,Definitely endangered
2514,Lakon,Vanuatu,VUT,lkn,Vulnerable
140,Lakota,Canada,CAN,lkt,Critically endangered
534,Lalo,China,CHN,"yik, ywt, yit, ywl",Vulnerable
535,Lamgang,India,IND,lmk,Critically endangered
1200,Lamongse,India,IND,nik,Critically endangered
536,Lamu,China,CHN,llh,Critically endangered
1404,Langa,Cameroon,CMR,,Severely endangered
537,Langrong,India,IND,,Critically endangered
1149,Langthang Tibetan,Nepal,NPL,,Definitely endangered
375,Languedocian,France,FRA,oci,Severely endangered
2292,Lanoh,Malaysia,MYS,lnh,Critically endangered
538,Laomian (China),China,CHN,lwm,Definitely endangered
2223,Laomian (Myanmar),Myanmar,MMR,lwm,Definitely endangered
202,Lardil,Australia,AUS,lbz,Critically endangered
1765,Lari,Iran (Islamic Republic of),IRN,"lrl, fay",Definitely endangered
70,Laro,Sudan,SDN,lro,Definitely endangered
376,Latgalian,"Latvia, Russian Federation","LVA, RUS",lav,Vulnerable
2113,Laua,Papua New Guinea,PNG,luf,Critically endangered
2309,Lauje,Indonesia,IDN,law,Vulnerable
539,Lavua,Thailand,THA,lcp,Definitely endangered
2682,Laxudumau,Papua New Guinea,PNG,,Vulnerable
1056,Laz,"Georgia, Turkey","GEO, TUR",lzz,Definitely endangered
621,Leco,Bolivia (Plurinational State of),BOL,lec,Critically endangered
2548,Legenyem,Indonesia,IDN,lcc,Vulnerable
2505,Lehali,Vanuatu,VUT,tql,Vulnerable
2508,Lemerig,Vanuatu,VUT,vlr,Critically endangered
2310,Lemolang,Indonesia,IDN,ley,Vulnerable
301,Lenca,"El Salvador, Honduras","SLV, HND",len,Extinct
2266,Lengilu,Indonesia,IDN,lgi,Critically endangered
622,Lengua,Paraguay,PRY,leg,Severely endangered
440,Lepcha,"Bhutan, India, Nepal","BTN, IND, NPL",lep,Definitely endangered
1072,Lezgian,"Azerbaijan, Russian Federation","AZE, RUS",lez,Vulnerable
1256,Lhokpu,Bhutan,BTN,lhp,Definitely endangered
1132,Lhota,India,IND,njh,Vulnerable
111,Li-Ngbee,Democratic Republic of the Congo,ZAI,jgb,Extinct
1147,Liangmai,India,IND,njn,Vulnerable
377,Ligurian,"France, Italy, Monaco","FRA, ITA, MCO",lij,Definitely endangered
2549,Liki,Indonesia,IDN,lio,Critically endangered
2683,Likum,Papua New Guinea,PNG,lib,Definitely endangered
2597,Liliali,Indonesia,IDN,kzl,Extinct
138,Lillooet,Canada,CAN,lil,Severely endangered
1028,Limbu,"India, Nepal","IND, NPL",lif,Definitely endangered
1020,Limburgian-Ripuarian,"Germany, Belgium, Netherlands","DEU, BEL, NLD","ksh, lim",Vulnerable
1153,Limirong Tibetan,Nepal,NPL,,Definitely endangered
643,Limonese Creole,Costa Rica,CRI,,Definitely endangered
378,Limousin,France,FRA,oci,Severely endangered
788,Lipan,United States of America,USA,apl,Extinct
2337,Lisela,Indonesia,IDN,lcl,Vulnerable
2204,Lishan Didan (Iran),Iran (Islamic Republic of),IRN,trg,Extinct
2174,Lishan Didan (Israel),Israel,ISR,trg,Severely endangered
2202,Lishana Deni (Iraq),Iraq,IRQ,lsd,Extinct
2172,Lishana Deni (Israel),Israel,ISR,lsd,Severely endangered
2184,Lishanid Noshan (Iraq),Iraq,IRQ,aij,Extinct
2175,Lishanid Noshan (Israel),Israel,ISR,aij,Severely endangered
1226,Lishpa,India,IND,,Definitely endangered
380,Livonian,Latvia,LVA,liv,Critically endangered
1714,Logol,Sudan,SDN,lof,Severely endangered
61,Logorik,Sudan,SDN,liu,Critically endangered
381,Logudorese,Italy,ITA,src,Definitely endangered
1093,Lohorung,Nepal,NPL,"lbr, lrr",Severely endangered
1156,Loke Tibetan,Nepal,NPL,,Definitely endangered
302,Lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",arw,Critically endangered
684,Lokono (Suriname),"French Guiana (France), Suriname","GUF, SUR",arw,Severely endangered
2598,Lola,Indonesia,IDN,lcd,Vulnerable
2311,Lolak,Indonesia,IDN,llq,Critically endangered
2270,Lom,Indonesia,IDN,,Critically endangered
382,Lombard,"Italy, Switzerland","ITA, CHE",lmo,Definitely endangered
2644,Lorediakarkar,Vanuatu,VUT,lnn,Critically endangered
93,Lorkoti,Kenya,KEN,,Extinct
1519,Lorrain,"Belgium, France","BEL, FRA",fra,Severely endangered
2599,Loun,Indonesia,IDN,lox,Critically endangered
383,Low Saxon,"Germany, Denmark, Netherlands, Poland, Russian Federation","DEU, DNK, NLD, POL, RUS","act, drt, frs, gos, nds, sdz, stl, twd, vel, wep",Vulnerable
796,Lower Chehalis,United States of America,USA,cea,Extinct
905,Lower Mixe,Mexico,MEX,,Vulnerable
929,Lower Northwestern OtomÃ­,Mexico,MEX,,Vulnerable
924,Lowland Chontal,Mexico,MEX,,Critically endangered
1278,Lowland Mazatec,Mexico,MEX,maj,Vulnerable
2506,LÃ¶yÃ¶p,Vanuatu,VUT,urr,Vulnerable
1497,Lua,Thailand,THA,prb,Definitely endangered
385,Lude,Russian Federation,RUS,lud,Severely endangered
869,LuiseÃ±o,United States of America,USA,lui,Critically endangered
386,Lule Saami,"Norway, Sweden","NOR, SWE",smj,Severely endangered
60,Lumun,Sudan,SDN,lmd,Definitely endangered
26,Luri,Nigeria,NGA,ldd,Critically endangered
1197,Luro,India,IND,tef,Critically endangered
793,Lushootseed,United States of America,USA,lut,Critically endangered
1643,Mabiri,Chad,TCD,muj,Critically endangered
2007,Macaguaje,Colombia,COL,mcl,Extinct
731,Machiguenga,Peru,PER,mcb,Definitely endangered
1954,Machineri (Bolivia),Bolivia (Plurinational State of),BOL,mpd,Severely endangered
602,Machineri (Brazil),Brazil,BRA,mpd,Vulnerable
1808,Macuna (Brazil),Brazil,BRA,myy,Vulnerable
2005,Macuna (Colombia),Colombia,COL,myy,Definitely endangered
648,Macushi (Brazil),Brazil,BRA,mbc,Vulnerable
1983,Macushi (Guyana),Guyana,GUY,mbc,Vulnerable
203,Madngele,Australia,AUS,zml,Critically endangered
2645,Mafea,Vanuatu,VUT,mkv,Definitely endangered
1118,Magar,Nepal,NPL,"mgp, mrd",Definitely endangered
2684,Magori,Papua New Guinea,PNG,zgr,Vulnerable
